Chr;start;end;depth
Chr1;83693;83694;331
Chr1;83694;83695;328
Chr1;83695;83696;332
Chr1;83696;83697;329
Chr1;83697;83698;327
Chr1;83698;83699;308
Chr1;83699;83700;332
Chr1;83700;83701;334
Chr1;83701;83702;329
Chr1;83702;83703;311
Chr1;83703;83704;331
Chr1;83704;83705;332
Chr1;83705;83706;297
Chr1;83706;83707;328
Chr1;83707;83708;323
Chr1;83708;83709;279
Chr1;83709;83710;329
Chr1;83710;83711;333
Chr1;83711;83712;334
Chr1;83712;83713;328
Chr1;83713;83714;319
Chr1;83714;83715;322
Chr1;83715;83716;326
Chr1;83716;83717;322
Chr1;83717;83718;331
Chr1;83718;83719;326
Chr1;83719;83720;321
Chr1;83720;83721;320
Chr1;83721;83722;328
Chr1;83722;83723;293
Chr1;83723;83724;327
Chr1;83724;83725;335
Chr1;83725;83726;324
Chr1;83726;83727;280
Chr1;83727;83728;324
Chr1;83728;83729;335
Chr1;83729;83731;336
Chr1;83731;83732;335
Chr1;83732;83733;330
Chr1;83733;83734;325
Chr1;83734;83735;331
Chr1;83735;83736;322
Chr1;83736;83737;318
Chr1;83737;83738;327
Chr1;83738;83739;309
Chr1;83739;83740;331
Chr1;83740;83741;322
Chr1;83741;83742;323
Chr1;83742;83743;317
Chr1;83743;83744;323
Chr1;83744;83745;328
Chr1;83745;83746;325
Chr1;83746;83747;304
Chr1;83747;83748;329
Chr1;83748;83749;299
Chr1;83749;83750;335
Chr1;83750;83751;324
Chr1;83751;83752;330
Chr1;83752;83753;309
Chr1;83753;83754;335
Chr1;83754;83755;329
Chr1;83755;83756;307
Chr1;83756;83757;335
Chr1;83757;83758;337
Chr1;83758;83759;329
Chr1;83759;83760;310
Chr1;83760;83761;335
Chr1;83761;83762;315
Chr1;83762;83763;332
Chr1;83763;83764;328
Chr1;83764;83765;305
Chr1;83765;83766;337
Chr1;83766;83767;331
Chr1;83767;83768;300
Chr1;83768;83769;336
Chr1;83769;83770;332
Chr1;83770;83771;288
Chr1;83771;83772;336
Chr1;83772;83773;333
Chr1;83773;83774;324
Chr1;83774;83775;331
Chr1;83775;83776;333
Chr1;83776;83777;305
Chr1;83777;83778;335
Chr1;83778;83779;330
Chr1;83779;83780;267
Chr1;83780;83781;310
Chr1;83781;83782;334
Chr1;83782;83783;337
Chr1;83783;83784;335
Chr1;83784;83785;337
Chr1;83785;83786;335
Chr1;83786;83787;333
Chr1;83787;83788;327
Chr1;83788;83789;317
Chr1;83789;83790;329
Chr1;83790;83791;262
Chr1;83791;83792;319
Chr1;83792;83793;332
Chr1;83793;83794;336
Chr1;83794;83796;337
Chr1;83796;83797;332
Chr1;83797;83798;325
Chr1;83798;83799;306
Chr1;83799;83800;335
Chr1;83800;83801;333
Chr1;83801;83802;302
Chr1;83802;83803;333
Chr1;83803;83804;334
Chr1;83804;83805;321
Chr1;83805;83806;334
Chr1;83806;83807;323
Chr1;83807;83808;319
Chr1;83808;83809;324
Chr1;83809;83810;328
Chr1;83810;83811;323
Chr1;83811;83812;287
Chr1;83812;83813;334
Chr1;83813;83816;337
Chr1;83816;83817;325
Chr1;83817;83818;328
Chr1;83818;83819;321
Chr1;83819;83820;318
Chr1;83820;83821;327
Chr1;83821;83822;332
Chr1;83822;83823;323
Chr1;83823;83824;329
Chr1;83824;83825;313
Chr1;83825;83826;335
Chr1;83826;83827;322
Chr1;83827;83828;335
Chr1;83828;83829;327
Chr1;83829;83830;309
Chr1;83830;83831;338
Chr1;83831;83832;327
Chr1;83832;83833;332
Chr1;83833;83834;290
Chr1;83834;83835;335
Chr1;83835;83838;333
Chr1;83838;83839;297
Chr1;83839;83840;331
Chr1;83840;83841;327
Chr1;83841;83842;288
Chr1;83842;83843;331
Chr1;83843;83844;336
Chr1;83844;83845;338
Chr1;83845;83846;319
Chr1;83846;83847;309
Chr1;83847;83848;336
Chr1;83848;83849;334
Chr1;83849;83850;324
Chr1;83850;83851;306
Chr1;83851;83852;335
Chr1;83852;83853;325
Chr1;83853;83854;323
Chr1;83854;83855;330
Chr1;83855;83856;332
Chr1;83856;83857;327
Chr1;83857;83858;330
Chr1;83858;83859;295
Chr1;83859;83860;338
Chr1;83860;83862;331
Chr1;83862;83863;332
Chr1;83863;83864;328
Chr1;83864;83865;330
Chr1;83865;83866;329
Chr1;83866;83867;330
Chr1;83867;83868;324
Chr1;83868;83869;328
Chr1;83869;83870;327
Chr1;83870;83871;324
Chr1;83871;83872;328
Chr1;83872;83873;303
Chr1;83873;83874;337
Chr1;83874;83875;336
Chr1;83875;83876;329
Chr1;83876;83877;330
Chr1;83877;83878;328
Chr1;83878;83879;335
Chr1;83879;83880;316
Chr1;83880;83881;337
Chr1;83881;83883;333
Chr1;83883;83884;315
Chr1;83884;83885;336
Chr1;83885;83886;334
Chr1;83886;83887;335
Chr1;83887;83888;290
Chr1;83888;83889;332
Chr1;83889;83890;336
Chr1;83890;83891;333
Chr1;83891;83892;298
Chr1;83892;83893;337
Chr1;83893;83894;334
Chr1;83894;83895;330
Chr1;83895;83896;297
Chr1;83896;83897;333
Chr1;83897;83898;337
Chr1;83898;83899;335
Chr1;83899;83900;329
Chr1;83900;83901;323
Chr1;83901;83902;321
Chr1;83902;83903;336
Chr1;83903;83905;330
Chr1;83905;83906;324
Chr1;83906;83907;332
Chr1;83907;83908;329
Chr1;83908;83909;326
Chr1;83909;83910;327
Chr1;83910;83911;319
Chr1;83911;83912;334
Chr1;83912;83913;299
Chr1;83913;83914;335
Chr1;83914;83915;331
Chr1;83915;83916;306
Chr1;83916;83917;346
Chr1;83917;83918;335
Chr1;83918;83919;321
Chr1;83919;83920;338
Chr1;83920;83921;306
Chr1;83921;83922;346
Chr1;83922;83923;339
Chr1;83923;83924;272
Chr1;83924;83925;326
Chr1;83925;83926;346
Chr1;83926;83928;347
Chr1;83928;83929;348
Chr1;83929;83930;345
Chr1;83930;83931;328
Chr1;83931;83932;302
Chr1;83932;83933;345
Chr1;83933;83935;348
Chr1;83935;83936;344
Chr1;83936;83937;336
Chr1;83937;83938;346
Chr1;83938;83939;342
Chr1;83939;83940;330
Chr1;83940;83941;328
Chr1;83941;83942;343
Chr1;83942;83943;306
Chr1;83943;83944;340
Chr1;83944;83945;334
Chr1;83945;83946;341
Chr1;83946;83947;323
Chr1;83947;83948;342
Chr1;83948;83949;307
Chr1;83949;83950;342
Chr1;83950;83951;347
Chr1;83951;83952;343
Chr1;83952;83953;344
Chr1;83953;83954;342
Chr1;83954;83955;345
Chr1;83955;83956;309
Chr1;83956;83957;347
Chr1;83957;83958;342
Chr1;83958;83959;343
Chr1;83959;83960;320
Chr1;83960;83961;341
Chr1;83961;83962;321
Chr1;83962;83963;347
Chr1;83963;83964;334
Chr1;83964;83965;344
Chr1;83965;83966;298
Chr1;83966;83967;344
Chr1;83967;83969;349
Chr1;83969;83970;343
Chr1;83970;83971;323
Chr1;83971;83972;345
Chr1;83972;83973;324
Chr1;83973;83974;346
Chr1;83974;83975;338
Chr1;83975;83976;333
Chr1;83976;83977;320
Chr1;83977;83978;346
Chr1;83978;83979;328
Chr1;83979;83980;347
Chr1;83980;83981;334
Chr1;83981;83982;317
Chr1;83982;83983;347
Chr1;83983;83984;343
Chr1;83984;83985;334
Chr1;83985;83986;332
Chr1;83986;83987;344
Chr1;83987;83988;336
Chr1;83988;83989;335
Chr1;83989;83990;341
Chr1;83990;83991;321
Chr1;83991;83992;346
Chr1;83992;83993;339
Chr1;83993;83994;341
Chr1;83994;83995;298
Chr1;83995;83996;337
Chr1;83996;83997;348
Chr1;83997;83998;344
Chr1;83998;83999;330
Chr1;83999;84000;336
Chr1;84000;84001;301
Chr1;84001;84002;332
Chr1;84002;84003;331
Chr1;84003;84004;301
Chr1;84004;84005;336
Chr1;84005;84006;332
Chr1;84006;84007;274
Chr1;84007;84008;318
Chr1;84008;84009;336
Chr1;84009;84010;338
Chr1;84010;84011;339
Chr1;84011;84012;337
Chr1;84012;84013;326
Chr1;84013;84014;311
Chr1;84014;84015;335
Chr1;84015;84016;331
Chr1;84016;84017;332
Chr1;84017;84018;297
Chr1;84018;84020;336
Chr1;84020;84021;334
Chr1;84021;84023;326
Chr1;84023;84024;327
Chr1;84024;84025;330
Chr1;84025;84026;326
Chr1;84026;84027;330
Chr1;84027;84028;326
Chr1;84028;84029;325
Chr1;84029;84030;319
Chr1;84030;84031;324
Chr1;84031;84032;313
Chr1;84032;84033;331
Chr1;84033;84034;324
Chr1;84034;84035;322
Chr1;84035;84036;325
Chr1;84036;84037;312
Chr1;84037;84038;334
Chr1;84038;84039;323
Chr1;84039;84040;322
Chr1;84040;84041;331
Chr1;84041;84042;329
Chr1;84042;84043;325
Chr1;84043;84044;324
Chr1;84044;84045;325
Chr1;84045;84047;332
Chr1;84047;84048;317
Chr1;84048;84049;334
Chr1;84049;84050;328
Chr1;84050;84051;329
Chr1;84051;84052;318
Chr1;84052;84053;300
Chr1;84053;84054;337
Chr1;84054;84055;331
Chr1;84055;84056;328
Chr1;84056;84057;301
Chr1;84057;84058;337
Chr1;84058;84059;334
Chr1;84059;84060;333
Chr1;84060;84061;326
Chr1;84061;84062;328
Chr1;84062;84063;316
Chr1;84063;84064;339
Chr1;84064;84065;331
Chr1;84065;84066;323
Chr1;84066;84067;315
Chr1;84067;84068;326
Chr1;84068;84069;329
Chr1;84069;84070;325
Chr1;84070;84071;331
Chr1;84071;84072;326
Chr1;84072;84074;328
Chr1;84074;84075;327
Chr1;84075;84076;338
Chr1;84076;84077;330
Chr1;84077;84078;317
Chr1;84078;84079;331
Chr1;84079;84080;324
Chr1;84080;84081;333
Chr1;84081;84082;335
Chr1;84082;84083;332
Chr1;84083;84085;334
Chr1;84085;84086;332
Chr1;84086;84087;335
Chr1;84087;84088;328
Chr1;84088;84089;333
Chr1;84089;84090;337
Chr1;84090;84091;331
Chr1;84091;84092;312
Chr1;84092;84093;340
Chr1;84093;84094;335
Chr1;84094;84095;338
Chr1;84095;84096;324
Chr1;84096;84097;331
Chr1;84097;84098;332
Chr1;84098;84099;344
Chr1;84099;84101;338
Chr1;84101;84102;329
Chr1;84102;84103;327
Chr1;84103;84104;341
Chr1;84104;84105;309
Chr1;84105;84106;342
Chr1;84106;84107;344
Chr1;84107;84108;334
Chr1;84108;84109;332
Chr1;84109;84110;337
Chr1;84110;84111;331
Chr1;84111;84112;336
Chr1;84112;84113;330
Chr1;84113;84114;332
Chr1;84114;84115;327
Chr1;84115;84116;339
Chr1;84116;84117;303
Chr1;84117;84118;339
Chr1;84118;84119;330
Chr1;84119;84120;313
Chr1;84120;84121;338
Chr1;84121;84122;336
Chr1;84122;84123;335
Chr1;84123;84124;322
Chr1;84124;84125;337
Chr1;84125;84127;330
Chr1;84127;84128;338
Chr1;84128;84129;331
Chr1;84129;84130;325
Chr1;84130;84131;335
Chr1;84131;84132;333
Chr1;84132;84133;322
Chr1;84133;84134;332
Chr1;84134;84135;341
Chr1;84135;84136;307
Chr1;84136;84137;337
Chr1;84137;84138;311
Chr1;84138;84139;337
Chr1;84139;84140;313
Chr1;84140;84141;339
Chr1;84141;84142;306
Chr1;84142;84143;339
Chr1;84143;84144;342
Chr1;84144;84145;340
Chr1;84145;84146;290
Chr1;84146;84147;340
Chr1;84147;84148;334
Chr1;84148;84149;333
Chr1;84149;84150;336
Chr1;84150;84151;322
Chr1;84151;84152;339
Chr1;84152;84153;336
Chr1;84153;84154;339
Chr1;84154;84155;298
Chr1;84155;84156;339
Chr1;84156;84157;334
Chr1;84157;84158;330
Chr1;84158;84159;334
Chr1;84159;84160;328
Chr1;84160;84161;332
Chr1;84161;84162;331
Chr1;84162;84163;270
Chr1;84163;84164;331
Chr1;84164;84165;340
Chr1;84165;84167;341
Chr1;84167;84168;338
Chr1;84168;84169;334
Chr1;84169;84171;332
Chr1;84171;84172;335
Chr1;84172;84173;308
Chr1;84173;84174;335
Chr1;84174;84175;306
Chr1;84175;84176;339
Chr1;84176;84177;329
Chr1;84177;84178;334
Chr1;84178;84179;333
Chr1;84179;84180;332
Chr1;84180;84181;315
Chr1;84181;84182;339
Chr1;84182;84183;334
Chr1;84183;84184;299
Chr1;84184;84185;339
Chr1;84185;84186;338
Chr1;84186;84187;332
Chr1;84187;84188;322
Chr1;84188;84189;333
Chr1;84189;84190;332
Chr1;84190;84191;317
Chr1;84191;84192;334
Chr1;84192;84193;307
Chr1;84193;84194;335
Chr1;84194;84195;327
Chr1;84195;84196;326
Chr1;84196;84197;331
Chr1;84197;84198;304
Chr1;84198;84199;331
Chr1;84199;84200;300
Chr1;84200;84201;330
Chr1;84201;84202;300
Chr1;84202;84203;336
Chr1;84203;84204;338
Chr1;84204;84205;322
Chr1;84205;84206;338
Chr1;84206;84207;335
Chr1;84207;84208;313
Chr1;84208;84209;333
Chr1;84209;84210;326
Chr1;84210;84211;309
Chr1;84211;84212;336
Chr1;84212;84213;325
Chr1;84213;84214;332
Chr1;84214;84215;333
Chr1;84215;84216;328
Chr1;84216;84217;329
Chr1;84217;84218;338
Chr1;84218;84219;306
Chr1;84219;84220;337
Chr1;84220;84221;333
Chr1;84221;84222;334
Chr1;84222;84223;336
Chr1;84223;84224;312
Chr1;84224;84225;339
Chr1;84225;84226;335
Chr1;84226;84227;337
Chr1;84227;84228;316
Chr1;84228;84229;337
Chr1;84229;84230;328
Chr1;84230;84231;332
Chr1;84231;84232;302
Chr1;84232;84233;338
Chr1;84233;84234;334
Chr1;84234;84235;333
Chr1;84235;84236;332
Chr1;84236;84238;338
Chr1;84238;84239;327
Chr1;84239;84240;328
Chr1;84240;84241;339
Chr1;84241;84242;336
Chr1;84242;84243;335
Chr1;84243;84244;334
Chr1;84244;84245;336
Chr1;84245;84246;333
Chr1;84246;84248;335
Chr1;84248;84249;327
Chr1;84249;84250;338
Chr1;84250;84252;335
Chr1;84252;84253;293
Chr1;84253;84255;341
Chr1;84255;84256;338
Chr1;84256;84257;320
Chr1;84257;84259;342
Chr1;84259;84260;341
Chr1;84260;84261;339
Chr1;84261;84262;332
Chr1;84262;84263;319
Chr1;84263;84264;341
Chr1;84264;84265;339
Chr1;84265;84266;332
Chr1;84266;84267;330
Chr1;84267;84268;331
Chr1;84268;84269;335
Chr1;84269;84270;328
Chr1;84270;84271;295
Chr1;84271;84272;338
Chr1;84272;84273;341
Chr1;84273;84274;334
Chr1;84274;84275;319
Chr1;84275;84276;332
Chr1;84276;84277;299
Chr1;84277;84278;337
Chr1;84278;84279;341
Chr1;84279;84280;339
Chr1;84280;84282;332
Chr1;84282;84283;329
Chr1;84283;84284;325
Chr1;84284;84285;321
Chr1;84285;84286;338
Chr1;84286;84287;313
Chr1;84287;84288;340
Chr1;84288;84289;334
Chr1;84289;84290;338
Chr1;84290;84291;320
Chr1;84291;84292;342
Chr1;84292;84293;333
Chr1;84293;84294;340
Chr1;84294;84295;294
Chr1;84295;84296;337
Chr1;84296;84297;340
Chr1;84297;84298;338
Chr1;84298;84299;329
Chr1;84299;84300;334
Chr1;84300;84301;323
Chr1;84301;84302;317
Chr1;84302;84303;336
Chr1;84303;84304;332
Chr1;84304;84305;292
Chr1;84305;84306;339
Chr1;84306;84307;340
Chr1;84307;84308;333
Chr1;84308;84309;329
Chr1;84309;84310;330
Chr1;84310;84311;323
Chr1;84311;84312;324
Chr1;84312;84313;330
Chr1;84313;84314;323
Chr1;84314;84315;342
Chr1;84315;84317;322
Chr1;84317;84318;331
Chr1;84318;84319;329
Chr1;84319;84320;318
Chr1;84320;84321;336
Chr1;84321;84322;325
Chr1;84322;84323;324
Chr1;84323;84324;330
Chr1;84324;84325;333
Chr1;84325;84326;313
Chr1;84326;84327;339
Chr1;84327;84328;333
Chr1;84328;84329;331
Chr1;84329;84330;325
Chr1;84330;84331;329
Chr1;84331;84332;325
Chr1;84332;84333;330
Chr1;84333;84334;291
Chr1;84334;84335;336
Chr1;84335;84337;342
Chr1;84337;84338;338
Chr1;84338;84339;336
Chr1;84339;84341;339
Chr1;84341;84342;334
Chr1;84342;84343;329
Chr1;84343;84344;332
Chr1;84344;84345;307
Chr1;84345;84346;339
Chr1;84346;84347;331
Chr1;84347;84348;330
Chr1;84348;84349;336
Chr1;84349;84350;326
Chr1;84350;84351;329
Chr1;84351;84352;338
Chr1;84352;84353;332
Chr1;84353;84354;328
Chr1;84354;84355;340
Chr1;84355;84356;244
Chr1;84356;84357;316
Chr1;84357;84358;339
Chr1;84358;84359;340
Chr1;84359;84360;338
Chr1;84360;84361;341
Chr1;84361;84362;340
Chr1;84362;84363;337
Chr1;84363;84364;334
Chr1;84364;84365;323
Chr1;84365;84366;332
Chr1;84366;84367;254
Chr1;84367;84368;315
Chr1;84368;84369;336
Chr1;84369;84370;340
Chr1;84370;84371;341
Chr1;84371;84373;339
Chr1;84373;84374;334
Chr1;84374;84375;323
Chr1;84375;84376;338
Chr1;84376;84377;319
Chr1;84377;84378;334
Chr1;84378;84379;327
Chr1;84379;84380;303
Chr1;84380;84381;337
Chr1;84381;84382;335
Chr1;84382;84383;318
Chr1;84383;84384;336
Chr1;84384;84385;323
Chr1;84385;84386;268
Chr1;84386;84387;321
Chr1;84387;84388;335
Chr1;84388;84391;337
Chr1;84391;84392;334
Chr1;84392;84393;331
Chr1;84393;84394;328
Chr1;84394;84395;325
Chr1;84395;84396;331
Chr1;84396;84397;326
Chr1;84397;84398;328
Chr1;84398;84399;316
Chr1;84399;84400;329
Chr1;84400;84401;292
Chr1;84401;84402;334
Chr1;84402;84403;337
Chr1;84403;84404;328
Chr1;84404;84405;332
Chr1;84405;84406;320
Chr1;84406;84407;317
Chr1;84407;84408;327
Chr1;84408;84409;324
Chr1;84409;84410;294
Chr1;84410;84411;333
Chr1;84411;84412;335
Chr1;84412;84413;333
Chr1;84413;84414;328
Chr1;84414;84415;325
Chr1;84415;84416;296
Chr1;84416;84417;333
Chr1;84417;84418;325
Chr1;84418;84419;313
Chr1;84419;84420;335
Chr1;84420;84421;324
Chr1;84421;84422;329
Chr1;84422;84423;265
Chr1;84423;84424;326
Chr1;84424;84425;336
Chr1;84425;84426;337
Chr1;84426;84427;329
Chr1;84427;84428;323
Chr1;84428;84429;322
Chr1;84429;84430;327
Chr1;84430;84431;324
Chr1;84431;84432;316
Chr1;84432;84433;328
Chr1;84433;84434;323
Chr1;84434;84435;326
Chr1;84435;84436;251
Chr1;84436;84437;320
Chr1;84437;84438;332
Chr1;84438;84439;333
Chr1;84439;84440;328
Chr1;84440;84441;300
Chr1;84441;84442;334
Chr1;84442;84443;325
Chr1;84443;84444;331
Chr1;84444;84445;301
Chr1;84445;84446;333
Chr1;84446;84447;330
Chr1;84447;84448;323
Chr1;84448;84449;302
Chr1;84449;84450;331
Chr1;84450;84452;323
Chr1;84452;84453;299
Chr1;84453;84454;330
Chr1;84454;84455;331
Chr1;84455;84456;324
Chr1;84456;84457;319
Chr1;84457;84460;326
Chr1;84460;84461;306
Chr1;84461;84462;326
Chr1;84462;84463;323
Chr1;84463;84464;312
Chr1;84464;84465;328
Chr1;84465;84466;326
Chr1;84466;84467;321
Chr1;84467;84468;319
Chr1;84468;84469;330
Chr1;84469;84470;317
Chr1;84470;84471;331
Chr1;84471;84472;320
Chr1;84472;84473;325
Chr1;84473;84474;334
Chr1;84474;84475;328
Chr1;84475;84476;331
Chr1;84476;84477;322
Chr1;84477;84478;331
Chr1;84478;84479;263
Chr1;84479;84480;315
Chr1;84480;84481;332
Chr1;84481;84482;335
Chr1;84482;84484;333
Chr1;84484;84485;332
Chr1;84485;84486;331
Chr1;84486;84487;328
Chr1;84487;84488;292
Chr1;84488;84489;325
Chr1;84489;84490;318
Chr1;84490;84491;304
Chr1;84491;84492;329
Chr1;84492;84493;316
Chr1;84493;84494;324
Chr1;84494;84495;326
Chr1;84495;84496;305
Chr1;84496;84497;331
Chr1;84497;84498;333
Chr1;84498;84499;315
Chr1;84499;84500;313
Chr1;84500;84501;331
Chr1;84501;84502;319
Chr1;84502;84503;318
Chr1;84503;84504;330
Chr1;84504;84505;291
Chr1;84505;84506;325
Chr1;84506;84507;313
Chr1;84507;84508;291
Chr1;84508;84509;325
Chr1;84509;84510;315
Chr1;84510;84511;321
Chr1;84511;84512;310
Chr1;84512;84513;326
Chr1;84513;84514;301
Chr1;84514;84515;328
Chr1;84515;84516;331
Chr1;84516;84517;315
Chr1;84517;84518;334
Chr1;84518;84519;327
Chr1;84519;84520;298
Chr1;84520;84521;327
Chr1;84521;84522;330
Chr1;84522;84523;323
Chr1;84523;84524;308
Chr1;84524;84525;332
Chr1;84525;84526;321
Chr1;84526;84527;327
Chr1;84527;84528;330
Chr1;84528;84529;318
Chr1;84529;84530;327
Chr1;84530;84531;297
Chr1;84531;84532;328
Chr1;84532;84533;313
Chr1;84533;84534;328
Chr1;84534;84535;324
Chr1;84535;84536;296
Chr1;84536;84537;326
Chr1;84537;84538;321
Chr1;84538;84539;320
Chr1;84539;84540;317
Chr1;84540;84541;322
Chr1;84541;84542;304
Chr1;84542;84543;319
Chr1;84543;84544;293
Chr1;84544;84545;321
Chr1;84545;84546;319
Chr1;84546;84547;289
Chr1;84547;84549;323
Chr1;84549;84550;317
Chr1;84550;84551;300
Chr1;84551;84552;324
Chr1;84552;84553;312
Chr1;84553;84554;300
Chr1;84554;84555;327
Chr1;84555;84556;318
Chr1;84556;84557;306
Chr1;84557;84558;320
Chr1;84558;84559;305
Chr1;84559;84560;323
Chr1;84560;84561;315
Chr1;84561;84562;319
Chr1;84562;84563;321
Chr1;84563;84564;316
Chr1;84564;84565;317
Chr1;84565;84566;304
Chr1;84566;84567;324
Chr1;84567;84568;309
Chr1;84568;84569;288
Chr1;84569;84570;324
Chr1;84570;84571;316
Chr1;84571;84572;306
Chr1;84572;84573;322
Chr1;84573;84574;324
Chr1;84574;84575;309
Chr1;84575;84576;315
Chr1;84576;84577;325
Chr1;84577;84578;310
Chr1;84578;84579;315
Chr1;84579;84580;314
Chr1;84580;84581;305
Chr1;84581;84582;322
Chr1;84582;84583;319
Chr1;84583;84584;294
Chr1;84584;84585;322
Chr1;84585;84586;317
Chr1;84586;84587;304
Chr1;84587;84588;326
Chr1;84588;84589;319
Chr1;84589;84590;283
Chr1;84590;84591;324
Chr1;84591;84592;320
Chr1;84592;84593;304
Chr1;84593;84594;327
Chr1;84594;84595;321
Chr1;84595;84596;317
Chr1;84596;84597;235
Chr1;84597;84598;307
Chr1;84598;84600;326
Chr1;84600;84601;327
Chr1;84601;84602;324
Chr1;84602;84603;322
Chr1;84603;84604;301
Chr1;84604;84605;320
Chr1;84605;84606;291
Chr1;84606;84607;323
Chr1;84607;84608;300
Chr1;84608;84609;327
Chr1;84609;84610;320
Chr1;84610;84611;308
Chr1;84611;84612;322
Chr1;84612;84613;309
Chr1;84613;84614;323
Chr1;84614;84615;313
Chr1;84615;84616;318
Chr1;84616;84617;311
Chr1;84617;84618;317
Chr1;84618;84619;313
Chr1;84619;84620;308
Chr1;84620;84621;327
Chr1;84621;84623;317
Chr1;84623;84624;320
Chr1;84624;84625;318
Chr1;84625;84626;299
Chr1;84626;84627;324
Chr1;84627;84628;319
Chr1;84628;84629;323
Chr1;84629;84630;320
Chr1;84630;84631;321
Chr1;84631;84632;303
Chr1;84632;84633;321
Chr1;84633;84634;292
Chr1;84634;84635;323
Chr1;84635;84636;326
Chr1;84636;84637;322
Chr1;84637;84638;301
Chr1;84638;84639;325
Chr1;84639;84641;314
Chr1;84641;84642;312
Chr1;84642;84643;321
Chr1;84643;84644;288
Chr1;84644;84646;324
Chr1;84646;84647;319
Chr1;84647;84648;317
Chr1;84648;84649;319
Chr1;84649;84650;323
Chr1;84650;84651;296
Chr1;84651;84652;324
Chr1;84652;84653;322
Chr1;84653;84654;317
Chr1;84654;84655;322
Chr1;84655;84656;289
Chr1;84656;84657;324
Chr1;84657;84658;318
Chr1;84658;84659;297
Chr1;84659;84660;328
Chr1;84660;84661;322
Chr1;84661;84662;291
Chr1;84662;84663;331
Chr1;84663;84664;333
Chr1;84664;84665;322
Chr1;84665;84666;318
Chr1;84666;84667;314
Chr1;84667;84668;337
Chr1;84668;84669;328
Chr1;84669;84670;329
Chr1;84670;84671;278
Chr1;84671;84672;333
Chr1;84672;84674;334
Chr1;84674;84675;255
Chr1;84675;84676;309
Chr1;84676;84677;335
Chr1;84677;84678;341
Chr1;84678;84680;340
Chr1;84680;84681;341
Chr1;84681;84683;340
Chr1;84683;84684;337
Chr1;84684;84685;329
Chr1;84685;84687;335
Chr1;84687;84688;296
Chr1;84688;84689;333
Chr1;84689;84690;340
Chr1;84690;84691;341
Chr1;84691;84692;338
Chr1;84692;84693;333
Chr1;84693;84694;316
Chr1;84694;84695;333
Chr1;84695;84696;299
Chr1;84696;84697;335
Chr1;84697;84698;318
Chr1;84698;84699;336
Chr1;84699;84700;333
Chr1;84700;84701;331
Chr1;84701;84702;325
Chr1;84702;84703;314
Chr1;84703;84704;323
Chr1;84704;84705;333
Chr1;84705;84706;332
Chr1;84706;84707;335
Chr1;84707;84708;331
Chr1;84708;84709;332
Chr1;84709;84710;328
Chr1;84710;84711;281
Chr1;84711;84712;330
Chr1;84712;84713;341
Chr1;84713;84714;339
Chr1;84714;84715;325
Chr1;84715;84716;334
Chr1;84716;84717;291
Chr1;84717;84718;331
Chr1;84718;84720;341
Chr1;84720;84721;335
Chr1;84721;84722;320
Chr1;84722;84723;342
Chr1;84723;84725;329
Chr1;84725;84726;331
Chr1;84726;84727;330
Chr1;84727;84728;331
Chr1;84728;84730;333
Chr1;84730;84731;311
Chr1;84731;84732;341
Chr1;84732;84733;330
Chr1;84733;84734;335
Chr1;84734;84735;341
Chr1;84735;84736;332
Chr1;84736;84737;335
Chr1;84737;84738;338
Chr1;84738;84739;342
Chr1;84739;84740;339
Chr1;84740;84741;342
Chr1;84741;84742;333
Chr1;84742;84743;323
Chr1;84743;84744;339
Chr1;84744;84745;334
Chr1;84745;84746;300
Chr1;84746;84747;343
Chr1;84747;84748;339
Chr1;84748;84749;311
Chr1;84749;84750;339
Chr1;84750;84751;331
Chr1;84751;84752;313
Chr1;84752;84753;342
Chr1;84753;84754;320
Chr1;84754;84755;341
Chr1;84755;84757;332
Chr1;84757;84758;334
Chr1;84758;84759;325
Chr1;84759;84760;343
Chr1;84760;84761;321
Chr1;84761;84762;342
Chr1;84762;84763;329
Chr1;84763;84764;244
Chr1;84764;84765;321
Chr1;84765;84766;342
Chr1;84766;84769;345
Chr1;84769;84770;343
Chr1;84770;84771;341
Chr1;84771;84772;293
Chr1;84772;84773;339
Chr1;84773;84775;343
Chr1;84775;84776;337
Chr1;84776;84777;338
Chr1;84777;84778;336
Chr1;84778;84779;331
Chr1;84779;84780;332
Chr1;84780;84781;342
Chr1;84781;84782;335
Chr1;84782;84783;341
Chr1;84783;84784;326
Chr1;84784;84785;324
Chr1;84785;84786;342
Chr1;84786;84787;341
Chr1;84787;84788;329
Chr1;84788;84789;336
Chr1;84789;84790;307
Chr1;84790;84791;343
Chr1;84791;84792;341
Chr1;84792;84793;330
Chr1;84793;84794;302
Chr1;84794;84795;343
Chr1;84795;84796;340
Chr1;84796;84797;331
Chr1;84797;84798;335
Chr1;84798;84799;338
Chr1;84799;84800;336
Chr1;84800;84801;315
Chr1;84801;84802;340
Chr1;84802;84803;344
Chr1;84803;84804;336
Chr1;84804;84805;308
Chr1;84805;84806;341
Chr1;84806;84807;345
Chr1;84807;84808;335
Chr1;84808;84809;333
Chr1;84809;84810;300
Chr1;84810;84811;340
Chr1;84811;84812;344
Chr1;84812;84813;343
Chr1;84813;84814;339
Chr1;84814;84815;331
Chr1;84815;84817;336
Chr1;84817;84819;333
Chr1;84819;84820;337
Chr1;84820;84821;329
Chr1;84821;84822;344
Chr1;84822;84823;334
Chr1;84823;84824;311
